Victoria,Puntos,Ticks Norm
0.0,0.0,0.949
0.0,0.0,0.9795
0.0,0.0,0.933
0.0,0.0,0.927
0.0,0.0,0.95
0.0,0.0,0.9475
0.0,0.0,0.9105
0.0,0.0,0.945
0.0,0.0,0.9565
0.0,0.0,0.9335
0.0,0.0,0.9275
0.0,0.0,0.9410000000000001
0.0,0.0,0.9445
0.0,0.0,0.9545
0.0,0.0,0.955
0.0,0.0,0.9845
0.0,0.0,0.9585
0.0,0.0,0.951
0.0,0.0,0.9135
0.0,0.0,0.9275
0.0,0.0,0.9145
0.0,0.0,0.9215
0.0,0.0,0.937
0.0,0.0,0.9685
0.0,0.0,0.955
0.0,0.0,0.9775
0.0,0.0,0.9185
0.0,0.0,0.935
0.0,0.0,0.98
0.0,0.0,0.96
0.0,0.0,0.946
0.0,0.0,0.947
0.0,0.0,0.981
0.0,0.0,0.9445
0.0,0.0,0.901
0.0,0.0,0.9215
0.0,0.0,0.9125
0.0,0.0,0.965
0.0,0.0,0.944
0.0,7.0,0.951
0.0,0.0,0.9255
0.0,0.0,0.9525
0.0,0.0,0.9635
0.0,0.0,0.9795
0.0,0.0,0.956
0.0,0.0,0.918
0.0,7.0,0.935
0.0,0.0,0.965
0.0,0.0,0.9495
0.0,0.0,0.9625
0.0,0.0,0.923
0.0,0.0,0.9655
0.0,0.0,0.9805
0.0,0.0,0.946
0.0,0.0,0.935
0.0,0.0,0.9339999999999999
0.0,0.0,0.918
0.0,0.0,0.9535
0.0,0.0,0.9165
0.0,0.0,0.964
0.0,0.0,0.948
0.0,0.0,0.962
0.0,0.0,0.96
0.0,0.0,0.9505
0.0,0.0,0.9535
0.0,5.0,0.8614999999999999
0.0,0.0,0.952
0.0,0.0,0.9195
0.0,0.0,0.9455
0.0,0.0,0.9395
0.0,0.0,0.9299999999999999
0.0,0.0,0.9390000000000001
0.0,0.0,0.9565
0.0,0.0,0.9625
0.0,3.0,0.9665
0.0,0.0,0.9345
0.0,0.0,0.942
0.0,0.0,0.9455
0.0,0.0,0.9315
0.0,0.0,0.935
0.0,0.0,0.9665
0.0,0.0,0.9415
0.0,0.0,0.9215
0.0,0.0,0.9285
0.0,0.0,0.966
0.0,0.0,0.9755
0.0,1.0,0.878
0.0,0.0,0.9345
0.0,0.0,0.9455
0.0,0.0,0.951
0.0,0.0,0.978
0.0,0.0,0.976
0.0,0.0,0.978
0.0,0.0,0.9645
0.0,0.0,0.962
0.0,0.0,0.9825
0.0,1058.0,0.7355
0.0,0.0,0.9505
0.0,0.0,0.9765
0.0,0.0,0.9535
0.0,1.0,0.8775
0.0,0.0,0.9475
0.0,0.0,0.982
0.0,0.0,0.919
0.0,0.0,0.9465
0.0,0.0,0.9535
0.0,0.0,0.877
0.0,0.0,0.9339999999999999
0.0,0.0,0.9135
0.0,0.0,0.9055
0.0,0.0,0.915
0.0,0.0,0.9795
0.0,0.0,0.9195
0.0,0.0,0.9505
0.0,0.0,0.9205
0.0,0.0,0.9315
0.0,0.0,0.9465
0.0,0.0,0.9345
0.0,0.0,0.947
0.0,0.0,0.9235
0.0,0.0,0.992
0.0,5.0,0.948
0.0,0.0,0.978
0.0,0.0,0.9585
0.0,0.0,0.945
0.0,0.0,0.944
0.0,0.0,0.926
0.0,0.0,0.9605
0.0,0.0,0.9375
0.0,0.0,0.921
0.0,0.0,0.951
0.0,0.0,0.9495
0.0,0.0,0.969
0.0,0.0,0.9215
0.0,0.0,0.98
0.0,0.0,0.9795
0.0,0.0,0.979
0.0,0.0,0.968
0.0,0.0,0.98
0.0,0.0,0.96
0.0,0.0,0.9359999999999999
0.0,0.0,0.9785
0.0,0.0,0.981
0.0,0.0,0.982
0.0,0.0,0.9215
0.0,0.0,0.9390000000000001
0.0,0.0,0.977
0.0,0.0,0.9410000000000001
0.0,0.0,0.9355
0.0,0.0,0.94
0.0,0.0,0.9215
0.0,0.0,0.9015
0.0,0.0,0.953
0.0,0.0,0.9585
0.0,0.0,0.9575
0.0,0.0,0.972
0.0,0.0,0.978
0.0,0.0,0.9605
0.0,0.0,0.974
0.0,0.0,0.9795
0.0,0.0,0.975
0.0,0.0,0.974
0.0,7.0,0.9645
0.0,0.0,0.976
0.0,0.0,0.917
0.0,0.0,0.9299999999999999
0.0,0.0,0.979
0.0,0.0,0.912
0.0,0.0,0.9215
0.0,0.0,0.982
0.0,0.0,0.9325
0.0,0.0,0.925
0.0,0.0,0.9395
0.0,0.0,0.908
0.0,0.0,0.9775
0.0,0.0,0.9425
0.0,0.0,0.949
0.0,0.0,0.943
0.0,0.0,0.878
0.0,0.0,0.978
0.0,0.0,0.943
0.0,0.0,0.923
0.0,0.0,0.908
0.0,0.0,0.9425
0.0,0.0,0.9065
0.0,0.0,0.981
0.0,0.0,0.9665
0.0,0.0,0.9359999999999999
0.0,0.0,0.9185
0.0,0.0,0.9275
0.0,0.0,0.9235
0.0,0.0,0.966
0.0,0.0,0.9685
0.0,0.0,0.947
0.0,2.0,0.9485
0.0,0.0,0.9755
0.0,0.0,0.905
0.0,0.0,0.9815
0.0,0.0,0.9595
0.0,0.0,0.979
0.0,1.0,0.9825
0.0,0.0,0.9865
0.0,0.0,0.9575
0.0,0.0,0.9155
0.0,0.0,0.9615
0.0,0.0,0.953
0.0,8.0,0.92
0.0,0.0,0.9445
0.0,0.0,0.9515
0.0,0.0,0.9555
0.0,0.0,0.9215
0.0,0.0,0.953
0.0,1.0,0.9339999999999999
0.0,0.0,0.9245
0.0,0.0,0.9225
0.0,0.0,0.937
0.0,0.0,0.9385
0.0,0.0,0.944
0.0,0.0,0.9805
0.0,0.0,0.957
0.0,0.0,0.99
0.0,0.0,0.9305
0.0,0.0,0.968
0.0,0.0,0.9415
0.0,0.0,0.9390000000000001
0.0,0.0,0.937
0.0,0.0,0.9195
0.0,0.0,0.9365
0.0,0.0,0.9445
0.0,6.0,0.9319999999999999
0.0,0.0,0.9299999999999999
0.0,0.0,0.9435
0.0,0.0,0.9415
0.0,1.0,0.955
0.0,0.0,0.9175
0.0,0.0,0.954
0.0,1.0,0.9275
0.0,0.0,0.8985
0.0,0.0,0.956
0.0,0.0,0.9339999999999999
0.0,0.0,0.92
0.0,0.0,0.9745
0.0,7.0,0.901
0.0,0.0,0.964
0.0,0.0,0.978
0.0,0.0,0.942
0.0,0.0,0.9385
0.0,0.0,0.946
0.0,13.0,0.9295
0.0,0.0,0.9405
0.0,0.0,0.9339999999999999
0.0,0.0,0.928
0.0,0.0,0.931
0.0,0.0,0.965
0.0,0.0,0.957
0.0,0.0,0.9535
0.0,0.0,0.955
0.0,0.0,0.9185
0.0,0.0,0.964
0.0,2.0,0.9205
0.0,0.0,0.902
0.0,0.0,0.919
0.0,0.0,0.9275
0.0,2.0,0.96
0.0,0.0,0.9365
0.0,0.0,0.967
0.0,0.0,0.9165
0.0,0.0,0.9410000000000001
0.0,0.0,0.9525
0.0,0.0,0.9275
0.0,0.0,0.9215
0.0,0.0,0.9445
0.0,0.0,0.98
0.0,5.0,0.953
0.0,0.0,0.962
0.0,0.0,0.9785
0.0,0.0,0.962
0.0,0.0,0.956
0.0,0.0,0.9775
0.0,0.0,0.966
0.0,0.0,0.8995
0.0,0.0,0.9135
0.0,0.0,0.9225
0.0,0.0,0.9555
0.0,0.0,0.9515
0.0,0.0,0.978
0.0,0.0,0.974
0.0,0.0,0.8945
0.0,0.0,0.959
0.0,0.0,0.9585
0.0,0.0,0.9215
0.0,0.0,0.9795
0.0,0.0,0.9365
0.0,0.0,0.9135
0.0,0.0,0.9359999999999999
0.0,0.0,0.9405
0.0,1.0,0.9685
0.0,0.0,0.9410000000000001
0.0,0.0,0.922
0.0,0.0,0.9405
0.0,2.0,0.9515
0.0,0.0,0.929
0.0,0.0,0.944
0.0,0.0,0.922
0.0,0.0,0.962
0.0,0.0,0.9215
0.0,0.0,0.9455
0.0,0.0,0.9335
0.0,0.0,0.9410000000000001
0.0,0.0,0.9735
0.0,0.0,0.973
0.0,0.0,0.9595
0.0,0.0,0.973
0.0,0.0,0.9705
0.0,0.0,0.979
0.0,0.0,0.985
0.0,0.0,0.9805
0.0,3.0,0.9555
0.0,2.0,0.9615
0.0,0.0,0.9505
0.0,0.0,0.9035
0.0,0.0,0.944
0.0,0.0,0.9005
0.0,0.0,0.917
0.0,0.0,0.981
0.0,5.0,0.9265
0.0,0.0,0.9765
0.0,0.0,0.981
0.0,0.0,0.9805
0.0,0.0,0.98
0.0,0.0,0.977
0.0,0.0,0.957
0.0,0.0,0.8995
0.0,0.0,0.91
0.0,0.0,0.9765
0.0,0.0,0.9185
0.0,0.0,0.9315
0.0,0.0,0.949
0.0,0.0,0.9745
0.0,0.0,0.9359999999999999
0.0,0.0,0.972
0.0,6.0,0.9355
0.0,0.0,0.9755
0.0,0.0,0.968
0.0,0.0,0.9685
0.0,0.0,0.9705
0.0,0.0,0.9845
0.0,0.0,0.9805
0.0,0.0,0.979
0.0,6.0,0.927
0.0,0.0,0.9735
0.0,0.0,0.973
0.0,0.0,0.9795
0.0,0.0,0.9705
0.0,0.0,0.902
0.0,0.0,0.9395
0.0,0.0,0.9015
0.0,0.0,0.9319999999999999
0.0,0.0,0.9455
0.0,0.0,0.9215
0.0,0.0,0.9255
0.0,0.0,0.9435
0.0,3.0,0.986
0.0,0.0,0.944
0.0,0.0,0.9145
0.0,0.0,0.922
0.0,0.0,0.969
0.0,0.0,0.9395
0.0,0.0,0.923
0.0,0.0,0.97
0.0,0.0,0.919
0.0,1.0,0.924
0.0,0.0,0.948
0.0,0.0,0.9215
0.0,0.0,0.9390000000000001
0.0,0.0,0.943
0.0,0.0,0.9735
0.0,0.0,0.9045
0.0,0.0,0.9285
0.0,0.0,0.9615
0.0,0.0,0.9645
0.0,0.0,0.9185
0.0,3.0,0.9505
0.0,0.0,0.981
0.0,0.0,0.9535
0.0,2.0,0.982
0.0,0.0,0.974
0.0,0.0,0.9795
0.0,2.0,0.835
0.0,0.0,0.92
0.0,0.0,0.9525
0.0,0.0,0.9395
0.0,0.0,0.9185
0.0,0.0,0.9595
0.0,0.0,0.9365
0.0,0.0,0.9385
0.0,0.0,0.9410000000000001
0.0,6.0,0.942
0.0,5.0,0.9325
0.0,0.0,0.962
0.0,0.0,0.9855
0.0,0.0,0.976
0.0,0.0,0.979
0.0,0.0,0.9255
0.0,0.0,0.987
0.0,0.0,0.984
0.0,0.0,0.931
0.0,0.0,0.918
0.0,0.0,0.951
0.0,0.0,0.915
0.0,1.0,0.9390000000000001
0.0,1.0,0.9185
0.0,0.0,0.9495
0.0,0.0,0.94
0.0,1.0,0.9385
0.0,0.0,0.9299999999999999
0.0,0.0,0.943
0.0,0.0,0.9525
0.0,0.0,0.9865
0.0,0.0,0.959
0.0,0.0,0.9365
0.0,0.0,0.958
0.0,0.0,0.9785
0.0,0.0,0.9455
0.0,0.0,0.947
0.0,0.0,0.943
0.0,0.0,0.9405
0.0,0.0,0.9795
0.0,0.0,0.9505
0.0,0.0,0.951
0.0,0.0,0.9555
0.0,0.0,0.9415
0.0,0.0,0.9375
0.0,0.0,0.91
0.0,0.0,0.938
0.0,0.0,0.94
0.0,0.0,0.908
0.0,0.0,0.9585
0.0,0.0,0.9545
0.0,0.0,0.9375
0.0,0.0,0.9785
0.0,0.0,0.956
0.0,0.0,0.9445
0.0,0.0,0.971
0.0,0.0,0.9299999999999999
0.0,7.0,0.9165
0.0,0.0,0.926
0.0,0.0,0.9275
0.0,0.0,0.9705
0.0,0.0,0.9405
0.0,0.0,0.978
0.0,0.0,0.981
0.0,0.0,0.9425
0.0,0.0,0.9815
0.0,2.0,0.892
0.0,0.0,0.977
0.0,0.0,0.9655
0.0,0.0,0.8465
0.0,0.0,0.981
0.0,0.0,0.978
0.0,0.0,0.9115
0.0,0.0,0.9595
0.0,0.0,0.979
0.0,0.0,0.977
0.0,0.0,0.954
0.0,0.0,0.954
0.0,0.0,0.9045
0.0,0.0,0.9285
0.0,0.0,0.943
0.0,0.0,0.953
0.0,0.0,0.9475
0.0,2.0,0.9175
0.0,0.0,0.944
0.0,0.0,0.9425
0.0,0.0,0.9505
0.0,0.0,0.9215
0.0,2.0,0.9395
0.0,0.0,0.962
0.0,0.0,0.935
0.0,0.0,0.978
0.0,0.0,0.958
0.0,0.0,0.959
0.0,0.0,0.9545
0.0,0.0,0.9785
0.0,0.0,0.9795
0.0,0.0,0.9565
0.0,0.0,0.9215
0.0,0.0,0.9359999999999999
0.0,0.0,0.956
0.0,0.0,0.937
0.0,0.0,0.9185
0.0,0.0,0.9415
0.0,0.0,0.979
0.0,0.0,0.9795
0.0,0.0,0.968
0.0,0.0,0.98
0.0,0.0,0.977
0.0,0.0,0.91
0.0,0.0,0.967
0.0,0.0,0.9605
0.0,0.0,0.9815
0.0,0.0,0.893
0.0,0.0,0.983
0.0,1.0,0.983
0.0,0.0,0.9355
0.0,0.0,0.9765
0.0,0.0,0.9865
0.0,0.0,0.914
0.0,0.0,0.945
0.0,0.0,0.9205
0.0,0.0,0.9415
0.0,0.0,0.9485
0.0,0.0,0.9105
0.0,0.0,0.9365
0.0,0.0,0.9465
0.0,0.0,0.92
0.0,0.0,0.9475
0.0,0.0,0.961
0.0,0.0,0.951
0.0,0.0,0.937
0.0,0.0,0.959
0.0,0.0,0.968
0.0,0.0,0.9875
0.0,0.0,0.9415
0.0,0.0,0.974
0.0,0.0,0.978
0.0,0.0,0.9815
0.0,0.0,0.951
0.0,0.0,0.993
0.0,1.0,0.9175
0.0,0.0,0.9735
0.0,0.0,0.979
0.0,0.0,0.9215
0.0,0.0,0.906
0.0,0.0,0.97
0.0,0.0,0.9835
0.0,0.0,0.9565
0.0,0.0,0.9825
0.0,0.0,0.9795
0.0,0.0,0.9565
0.0,1.0,0.982
0.0,0.0,0.966
0.0,0.0,0.961
0.0,0.0,0.9785
0.0,0.0,0.954
0.0,0.0,0.9365
0.0,0.0,0.981
0.0,0.0,0.944
0.0,4.0,0.948
0.0,0.0,0.9795
0.0,0.0,0.964
0.0,0.0,0.976
0.0,2.0,0.947
0.0,0.0,0.9305
0.0,0.0,0.9425
0.0,0.0,0.961
0.0,0.0,0.946
0.0,0.0,0.9375
0.0,2.0,0.836
0.0,0.0,0.9275
0.0,0.0,0.963
0.0,0.0,0.9475
0.0,0.0,0.927
0.0,0.0,0.9785
0.0,0.0,0.9775
0.0,0.0,0.97
0.0,0.0,0.98
0.0,0.0,0.9775
0.0,0.0,0.9685
0.0,0.0,0.9815
0.0,0.0,0.969
0.0,0.0,0.9785
0.0,0.0,0.9765
0.0,0.0,0.9875
0.0,0.0,0.984
0.0,0.0,0.9775
0.0,0.0,0.979
0.0,0.0,0.9815
0.0,0.0,0.967
0.0,0.0,0.952
0.0,0.0,0.9805
0.0,0.0,0.919
0.0,0.0,0.9135
0.0,0.0,0.985
0.0,0.0,0.963
0.0,0.0,0.907
0.0,6.0,0.968
0.0,0.0,0.9755
0.0,0.0,0.9805
0.0,0.0,0.9745
0.0,0.0,0.976
0.0,0.0,0.972
0.0,0.0,0.9765
0.0,0.0,0.9735
0.0,0.0,0.9455
0.0,7.0,0.898
0.0,0.0,0.96
0.0,0.0,0.9555
0.0,0.0,0.917
0.0,0.0,0.977
0.0,0.0,0.9215
0.0,0.0,0.962
0.0,0.0,0.961
0.0,0.0,0.965
0.0,0.0,0.9815
0.0,0.0,0.962
0.0,0.0,0.958
0.0,0.0,0.9605
0.0,0.0,0.943
0.0,0.0,0.952
0.0,0.0,0.9319999999999999
0.0,0.0,0.9435
0.0,0.0,0.924
0.0,0.0,0.9319999999999999
0.0,0.0,0.9215
0.0,0.0,0.977
0.0,0.0,0.9025
0.0,0.0,0.963
0.0,0.0,0.9215
0.0,0.0,0.9565
0.0,0.0,0.9475
0.0,3.0,0.9565
0.0,0.0,0.9585
0.0,6.0,0.952
0.0,0.0,0.9835
0.0,0.0,0.901
0.0,0.0,0.9215
0.0,0.0,0.9605
0.0,0.0,0.9805
0.0,0.0,0.9455
0.0,0.0,0.9545
0.0,0.0,0.959
0.0,0.0,0.9465
0.0,0.0,0.9405
0.0,0.0,0.9095
0.0,0.0,0.985
0.0,0.0,0.923
0.0,0.0,0.9855
0.0,0.0,0.9435
0.0,0.0,0.954
0.0,0.0,0.9325
0.0,0.0,0.962
0.0,0.0,0.9475
0.0,0.0,0.94
0.0,0.0,0.951
0.0,6.0,0.9425
0.0,0.0,0.922
0.0,0.0,0.915
0.0,0.0,0.937
0.0,0.0,0.994
0.0,0.0,0.9319999999999999
0.0,0.0,0.916
0.0,0.0,0.9535
0.0,0.0,0.9325
0.0,0.0,0.982
0.0,0.0,0.9299999999999999
0.0,0.0,0.97
0.0,1.0,0.9319999999999999
0.0,0.0,0.9445
0.0,0.0,0.92
0.0,0.0,0.956
0.0,0.0,0.961
0.0,0.0,0.9245
0.0,1.0,0.9475
0.0,0.0,0.94
0.0,0.0,0.918
0.0,6.0,0.9305
0.0,0.0,0.9605
0.0,0.0,0.987
0.0,0.0,0.951
0.0,0.0,0.9545
0.0,0.0,0.9355
0.0,7.0,0.919
0.0,0.0,0.912
0.0,0.0,0.9555
0.0,0.0,0.92
0.0,0.0,0.9565
0.0,0.0,0.9865
0.0,0.0,0.987
0.0,0.0,0.9415
0.0,0.0,0.928
0.0,0.0,0.944
0.0,0.0,0.977
0.0,0.0,0.9775
0.0,0.0,0.9635
0.0,0.0,0.978
0.0,0.0,0.98
0.0,0.0,0.9775
0.0,0.0,0.9805
0.0,0.0,0.9645
0.0,0.0,0.9745
0.0,0.0,0.9715
0.0,0.0,0.9645
0.0,0.0,0.9835
0.0,3.0,0.9355
0.0,0.0,0.9215
0.0,4.0,0.8885
0.0,0.0,0.96
0.0,0.0,0.9675
0.0,0.0,0.984
0.0,6.0,0.9625
0.0,0.0,0.9805
0.0,0.0,0.9805
0.0,0.0,0.954
0.0,0.0,0.973
0.0,0.0,0.9795
0.0,0.0,0.978
0.0,0.0,0.979
0.0,0.0,0.9475
0.0,0.0,0.979
0.0,0.0,0.9595
0.0,0.0,0.9785
0.0,0.0,0.962
0.0,0.0,0.9515
0.0,5.0,0.958
0.0,0.0,0.971
0.0,0.0,0.956
0.0,0.0,0.9935
0.0,0.0,0.9215
0.0,1.0,0.9525
0.0,0.0,0.9545
0.0,0.0,0.924
0.0,2.0,0.9319999999999999
0.0,0.0,0.954
0.0,0.0,0.923
0.0,1.0,0.874
0.0,0.0,0.952
0.0,0.0,0.973
0.0,0.0,0.981
0.0,0.0,0.958
0.0,0.0,0.981
0.0,0.0,0.9775
0.0,0.0,0.9655
0.0,0.0,0.976
0.0,0.0,0.9795
0.0,0.0,0.9845
0.0,0.0,0.9299999999999999
0.0,0.0,0.982
0.0,0.0,0.9775
0.0,0.0,0.981
0.0,6.0,0.9765
0.0,0.0,0.9825
0.0,0.0,0.9775
0.0,0.0,0.911
0.0,0.0,0.92
0.0,0.0,0.9205
0.0,0.0,0.966
0.0,0.0,0.9575
0.0,0.0,0.9135
0.0,0.0,0.977
0.0,0.0,0.9775
0.0,0.0,0.9775
0.0,0.0,0.9805
0.0,7.0,0.9065
0.0,0.0,0.964
0.0,0.0,0.922
0.0,0.0,0.957
0.0,0.0,0.9185
0.0,0.0,0.951
0.0,0.0,0.9435
0.0,0.0,0.9905
0.0,0.0,0.95
0.0,0.0,0.933
0.0,0.0,0.9505
0.0,0.0,0.947
0.0,0.0,0.912
0.0,0.0,0.9299999999999999
0.0,0.0,0.964
0.0,0.0,0.9615
0.0,0.0,0.8805000000000001
0.0,0.0,0.9795
0.0,0.0,0.982
0.0,0.0,0.9725
0.0,0.0,0.955
0.0,0.0,0.9765
0.0,0.0,0.9595
0.0,3.0,0.9705
0.0,0.0,0.9805
0.0,0.0,0.9835
0.0,0.0,0.9805
0.0,0.0,0.978
0.0,0.0,0.9319999999999999
0.0,0.0,0.9815
0.0,0.0,0.98
0.0,0.0,0.976
0.0,0.0,0.9825
0.0,0.0,0.9515
0.0,0.0,0.9415
0.0,0.0,0.979
0.0,0.0,0.979
0.0,0.0,0.9315
0.0,0.0,0.9215
0.0,0.0,0.9385
0.0,0.0,0.9525
0.0,0.0,0.877
0.0,6.0,0.9485
0.0,6.0,0.9595
0.0,0.0,0.9455
0.0,0.0,0.9215
0.0,3.0,0.946
0.0,0.0,0.9215
0.0,0.0,0.975
0.0,0.0,0.945
0.0,0.0,0.968
0.0,0.0,0.9895
0.0,0.0,0.904
0.0,0.0,0.904
0.0,0.0,0.945
0.0,0.0,0.9385
0.0,1.0,0.921
0.0,0.0,0.9295
0.0,0.0,0.9215
0.0,0.0,0.9315
0.0,0.0,0.9299999999999999
0.0,0.0,0.947
0.0,0.0,0.9885
0.0,0.0,0.943
0.0,0.0,0.926
0.0,0.0,0.9675
0.0,0.0,0.9185
0.0,0.0,0.9555
0.0,0.0,0.9465
0.0,0.0,0.9475
0.0,3.0,0.949
0.0,0.0,0.9285
0.0,0.0,0.9215
0.0,0.0,0.9495
0.0,3.0,0.9385
0.0,0.0,0.9185
0.0,0.0,0.9385
0.0,0.0,0.8985
0.0,4.0,0.9545
0.0,0.0,0.9205
0.0,0.0,0.9375
0.0,2.0,0.8645
0.0,0.0,0.9359999999999999
0.0,0.0,0.9885
0.0,0.0,0.9410000000000001
0.0,0.0,0.946
0.0,0.0,0.963
0.0,0.0,0.9405
0.0,6.0,0.9525
0.0,0.0,0.9035
0.0,0.0,0.9395
0.0,0.0,0.927
0.0,0.0,0.944
0.0,0.0,0.9765
0.0,0.0,0.9165
0.0,0.0,0.957
0.0,0.0,0.9505
0.0,0.0,0.956
0.0,0.0,0.9205
0.0,0.0,0.9575
0.0,0.0,0.913
0.0,0.0,0.9435
0.0,0.0,0.976
0.0,0.0,0.9825
0.0,0.0,0.984
0.0,0.0,0.979
0.0,0.0,0.977
0.0,0.0,0.9565
0.0,0.0,0.983
0.0,1.0,0.983
0.0,0.0,0.973
0.0,0.0,0.9325
0.0,0.0,0.9795
0.0,0.0,0.9215
0.0,0.0,0.9085
0.0,0.0,0.929
0.0,0.0,0.9215
0.0,0.0,0.9285
0.0,0.0,0.9295
0.0,0.0,0.9725
0.0,0.0,0.9805
0.0,0.0,0.984
0.0,0.0,0.9395
0.0,0.0,0.9195
0.0,1.0,0.9215
0.0,0.0,0.9555
0.0,0.0,0.9375
0.0,0.0,0.9525
0.0,0.0,0.9665
0.0,0.0,0.9390000000000001
0.0,2.0,0.8955
0.0,13.0,0.889
0.0,0.0,0.929
0.0,0.0,0.9255
0.0,0.0,0.955
0.0,0.0,0.951
0.0,0.0,0.943
0.0,1.0,0.935
0.0,0.0,0.9215
0.0,0.0,0.922
0.0,1.0,0.9545
0.0,3.0,0.9495
0.0,0.0,0.9359999999999999
0.0,0.0,0.9465
0.0,0.0,0.9825
0.0,0.0,0.9775
0.0,0.0,0.9375
0.0,0.0,0.976
0.0,0.0,0.931
0.0,0.0,0.9785
0.0,0.0,0.98
0.0,0.0,0.979
0.0,0.0,0.919
0.0,0.0,0.935
0.0,0.0,0.991
0.0,0.0,0.992
0.0,0.0,0.926
0.0,0.0,0.98
0.0,0.0,0.9205
0.0,5.0,0.987
0.0,0.0,0.9465
0.0,0.0,0.9815
0.0,0.0,0.9155
0.0,0.0,0.9315
0.0,0.0,0.9635
0.0,0.0,0.9585
0.0,0.0,0.9595
0.0,0.0,0.9425
0.0,1.0,0.9299999999999999
0.0,0.0,0.8734999999999999
0.0,4.0,0.9575
0.0,0.0,0.94
0.0,0.0,0.92
0.0,0.0,0.9535
0.0,6.0,0.952
0.0,0.0,0.964
0.0,0.0,0.9365
0.0,0.0,0.9365
0.0,0.0,0.9390000000000001
0.0,0.0,0.971
0.0,4.0,0.92
0.0,6.0,0.9555
0.0,0.0,0.962
0.0,0.0,0.958
0.0,0.0,0.9795
0.0,6.0,0.959
0.0,0.0,0.9825
0.0,0.0,0.9855
0.0,0.0,0.983
0.0,0.0,0.971
0.0,0.0,0.97
0.0,0.0,0.9805
0.0,0.0,0.9795
0.0,0.0,0.9835
0.0,0.0,0.9145
0.0,0.0,0.9715
0.0,0.0,0.97
0.0,0.0,0.9735
0.0,0.0,0.912
0.0,0.0,0.978
0.0,0.0,0.979
0.0,0.0,0.978
0.0,0.0,0.9775
0.0,0.0,0.978
0.0,0.0,0.9615
0.0,0.0,0.975
0.0,0.0,0.981
0.0,0.0,0.902
0.0,0.0,0.984
0.0,0.0,0.8925
0.0,1.0,0.8335
0.0,0.0,0.9645
0.0,0.0,0.979
0.0,0.0,0.9695
0.0,0.0,0.9155
0.0,0.0,0.841
0.0,0.0,0.951
0.0,0.0,0.9865
0.0,0.0,0.9465
0.0,0.0,0.953
0.0,3.0,0.923
0.0,0.0,0.911
0.0,1.0,0.9815
0.0,0.0,0.962
0.0,0.0,0.978
0.0,0.0,0.963
0.0,0.0,0.9785
